COUNTYNS,ST,COUNTY,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ID_00659480,MN,Kittson,,,,,,,,,,,,,,,,100%,
ID_00659482,MN,Lac qui Parle,,100%,,,,,,,,,,,,,,,
ID_00659484,MN,Lake,,,,,,,,,0%,,,,,,,50%,
ID_00659485,MN,Le Sueur,,,100%,,,,100%,,,,,,,,,,
ID_00659487,MN,Lyon,100%,133%,,,,,,,,,,,,100%,,,
ID_00659488,MN,Mahnomen,,0%,,,,,,,,,,,,,0%,,
ID_00659490,MN,Martin,,,,,,0%,,,,,,,,,,,
ID_00659491,MN,McLeod,,,,,100%,,,,100%,,,,100%,100%,,,
ID_00659492,MN,Meeker,100%,,,,,,,,,,100%,,,,,,100%
ID_00659493,MN,Mille Lacs,100%,100%,100%,,,0%,,,,,,100%,100%,100%,,,
ID_00659494,MN,Morrison,,,,100%,100%,100%,,,100%,100%,,,100%,,100%,,
ID_00659495,MN,Mower,,100%,,,,,,,,100%,,,100%,,,100%,50%
ID_00659497,MN,Nicollet,,,0%,100%,,,100%,100%,,,,,,,,,
ID_00659498,MN,Nobles,,50%,100%,,,,,,100%,,,,,,,100%,
ID_00659499,MN,Norman,,,,,,,,,,,,,,,,0%,100%
ID_00659500,MN,Olmsted,,200%,33%,,67%,100%,100%,100%,100%,50%,100%,,,,100%,100%,100%
ID_00659501,MN,Otter Tail,100%,,,100%,0%,100%,,,,,100%,100%,,,100%,100%,
ID_00659502,MN,Pennington,,,,,100%,,,,,,,,100%,,,,
ID_00659503,MN,Pine,,100%,,,,,,,,,,,100%,,,100%,
ID_00659505,MN,Polk,,100%,,,100%,,,,0%,100%,,0%,,0%,,,100%
ID_00659506,MN,Pope,,,,0%,,,,,,,,,,,,,
ID_00659507,MN,Ramsey,79%,86%,94%,84%,87%,0%,20%,13%,13%,69%,78%,73%,5%,9%,0%,18%,96%
ID_00659509,MN,Redwood,,100%,,100%,,,,,,,100%,,100%,100%,100%,,
ID_00659510,MN,Renville,,100%,,,,,,,100%,,100%,,,,,,100%
ID_00659511,MN,Rice,100%,0%,,100%,,100%,,,,,,0%,,,,,
ID_00659512,MN,Rock,,,,,,,,,,,,,,,,0%,
ID_00659513,MN,Roseau,,,,,0%,,,,,,,,,,,,
ID_00659514,MN,Scott,100%,0%,,100%,,,100%,,100%,100%,,100%,0%,100%,100%,0%,0%
ID_00659515,MN,Sherburne,,,,0%,,,0%,100%,100%,100%,100%,,100%,,,,
ID_00659517,MN,Stearns,100%,25%,100%,50%,50%,,100%,100%,100%,0%,100%,100%,,100%,0%,50%,67%
ID_00659518,MN,Steele,200%,,,,,,,100%,100%,,,,,,,,100%
ID_00659519,MN,Stevens,,,,,,,,,,100%,100%,,,,,,
ID_00659521,MN,Todd,,,,100%,,100%,,,,,100%,,100%,0%,100%,,100%
ID_00659522,MN,Traverse,,,,,,,,100%,,,,,,,,,
ID_00659523,MN,Wabasha,,,,,,,,,,,,,,,100%,100%,
ID_00659524,MN,Wadena,,,,,,,,,,,100%,,,,,,
ID_00659525,MN,Waseca,,,,,,,,,,100%,,,,,,100%,100%
ID_00659526,MN,Washington,50%,100%,100%,100%,50%,100%,100%,67%,,100%,100%,100%,,100%,100%,,50%
ID_00659527,MN,Watonwan,,,,,,,100%,,,,,,,100%,,,
ID_00659528,MN,Wilkin,,,,,,,,0%,,,100%,,,,,,100%
ID_00659529,MN,Winona,100%,100%,,,,,100%,,,,100%,,67%,,,,100%
ID_00659530,MN,Wright,100%,100%,100%,0%,,,100%,,,100%,100%,,100%,,100%,33%,100%
ID_00659531,MN,Yellow Medicine,,100%,,100%,,,,,,,,,,,,,
ID_00662850,MN,St. Louis,50%,125%,100%,67%,50%,100%,100%,100%,100%,100%,100%,100%,,67%,100%,100%,71%
ID_00663198,MN,Aitkin,100%,,,,,,,100%,100%,100%,100%,,,0%,,,100%
ID_00695726,MS,Adams,0%,0%,20%,100%,100%,83%,0%,67%,0%,20%,25%,50%,100%,67%,83%,100%,100%
ID_00695727,MS,Amite,,,,,0%,0%,,,,,,,,,,,0%
ID_00695728,MS,Attala,,,,,100%,,0%,200%,0%,0%,100%,200%,67%,50%,100%,100%,150%
ID_00695730,MS,Bolivar,,,,50%,,50%,50%,88%,0%,100%,0%,67%,100%,,25%,0%,100%
ID_00695733,MS,Chickasaw,,,,,0%,0%,0%,0%,0%,0%,,100%,100%,67%,100%,100%,
ID_00695734,MS,Choctaw,,100%,0%,,0%,0%,,50%,100%,,,,,,,,
ID_00695735,MS,Claiborne,200%,100%,100%,,50%,100%,100%,0%,0%,,67%,100%,100%,,100%,100%,
ID_00695737,MS,Clay,0%,100%,100%,0%,25%,50%,,,,50%,,0%,100%,0%,,0%,
ID_00695738,MS,Coahoma,,,,,,63%,67%,50%,33%,60%,86%,,80%,75%,75%,100%,100%
ID_00695739,MS,Copiah,,,,,100%,,,,,,,,,,,,
ID_00695740,MS,Covington,,,,,,,,,,,100%,,,100%,100%,100%,100%
ID_00695741,MS,DeSoto,50%,67%,86%,100%,100%,100%,100%,100%,70%,67%,75%,20%,100%,33%,0%,100%,50%
ID_00695742,MS,Forrest,100%,67%,83%,50%,80%,75%,75%,44%,88%,50%,100%,60%,0%,0%,30%,33%,50%
ID_00695743,MS,Franklin,,,,100%,100%,100%,,,,,,,,,,,
ID_00695744,MS,George,,,100%,0%,100%,,0%,0%,,,50%,,100%,,,,
ID_00695745,MS,Greene,,100%,,100%,,,,,0%,,,,,,,,
ID_00695746,MS,Grenada,,,,67%,60%,,,67%,,0%,67%,100%,50%,80%,100%,20%,100%
ID_00695747,MS,Harrison,81%,77%,100%,56%,60%,45%,80%,30%,47%,86%,95%,71%,50%,88%,74%,63%,100%
ID_00695748,MS,Hinds,60%,65%,62%,48%,39%,56%,47%,46%,50%,63%,30%,26%,29%,46%,39%,38%,62%
ID_00695749,MS,Holmes,,,,,100%,,,,,,0%,100%,,,100%,100%,100%
ID_00695750,MS,Humphreys,,,,,,100%,0%,0%,0%,0%,0%,,100%,100%,,,100%
ID_00695752,MS,Itawamba,,100%,,,100%,100%,,,,,,100%,100%,,,,
ID_00695753,MS,Jackson,67%,14%,60%,67%,100%,80%,40%,57%,40%,42%,57%,58%,92%,125%,80%,86%,86%
ID_00695754,MS,Jasper,,,,,,,,,,,0%,,,,,,
ID_00695755,MS,Jefferson,,,,,,0%,,,,,100%,100%,100%,100%,,,
ID_00695756,MS,Jefferson Davis,,,,,0%,,,,,,,,,,,,
ID_00695757,MS,Jones,100%,75%,88%,50%,0%,100%,33%,25%,100%,75%,86%,100%,57%,60%,100%,75%,11%
ID_00695758,MS,Kemper,,,,,,,100%,100%,,,,,,,,,100%
ID_00695759,MS,Lafayette,100%,100%,100%,,,,,,,0%,0%,100%,,,,,
ID_00695760,MS,Lamar,100%,,0%,,,0%,0%,100%,100%,,100%,100%,,100%,100%,,
ID_00695761,MS,Lauderdale,46%,64%,100%,67%,58%,50%,36%,0%,13%,100%,150%,43%,60%,86%,80%,60%,67%
ID_00695763,MS,Leake,,100%,,,,100%,,,,,,,,,,,
ID_00695764,MS,Lee,,,,,,,100%,0%,,100%,50%,100%,50%,100%,200%,75%,133%
ID_00695765,MS,Leflore,71%,,0%,40%,50%,11%,0%,0%,0%,75%,67%,67%,33%,67%,50%,57%,100%
ID_00695766,MS,Lincoln,,0%,,,100%,,20%,,0%,0%,67%,,0%,100%,100%,0%,100%
ID_00695767,MS,Lowndes,100%,,,100%,100%,60%,67%,50%,100%,75%,80%,100%,100%,75%,75%,100%,80%
ID_00695768,MS,Madison,100%,80%,60%,100%,67%,100%,67%,100%,20%,50%,100%,57%,63%,71%,75%,43%,100%
ID_00695769,MS,Marion,50%,0%,50%,33%,0%,,50%,,100%,100%,50%,150%,,,,100%,100%
ID_00695770,MS,Marshall,50%,,100%,,100%,50%,100%,100%,0%,,100%,,,50%,75%,100%,
ID_00695771,MS,Monroe,,,100%,,,,,,,,100%,100%,100%,67%,0%,100%,
ID_00695772,MS,Neshoba,,,100%,100%,,,,,,,,,,,,,
ID_00695773,MS,Newton,,,,,,,,,,,100%,,,,,,50%
ID_00695775,MS,Oktibbeha,0%,0%,100%,200%,100%,,0%,100%,50%,,,0%,,,100%,67%,
ID_00695776,MS,Panola,50%,100%,40%,75%,100%,100%,50%,,100%,,0%,0%,,100%,0%,50%,67%
ID_00695777,MS,Pearl River,,100%,,0%,,50%,100%,100%,100%,0%,0%,67%,33%,50%,,100%,100%
ID_00695779,MS,Prentiss,,,,,,,0%,,,,,0%,,,,0%,
ID_00695781,MS,Rankin,50%,50%,100%,100%,100%,100%,100%,100%,33%,100%,100%,67%,75%,100%,100%,100%,100%
ID_00695782,MS,Scott,0%,0%,100%,60%,0%,0%,33%,0%,,,,0%,,,,,
ID_00695783,MS,Sharkey,,,,,,,,,,,,100%,,,,,
ID_00695784,MS,Simpson,,,100%,100%,,,,,100%,,100%,100%,0%,0%,,100%,0%
ID_00695786,MS,Stone,,100%,,,,,,100%,,,100%,100%,0%,,33%,100%,
ID_00695787,MS,Sunflower,,,100%,,50%,100%,50%,0%,0%,50%,,50%,100%,,100%,100%,100%
ID_00695788,MS,Tallahatchie,,,,,,,0%,0%,0%,,,,,,,,
ID_00695789,MS,Tate,,,,,,,0%,100%,,100%,50%,,,,,100%,
ID_00695790,MS,Tippah,,,,,,,100%,,,0%,0%,0%,0%,0%,,50%,
ID_00695791,MS,Tishomingo,,,,,100%,0%,,,0%,,,,,,,,
ID_00695792,MS,Tunica,,100%,133%,,75%,,0%,0%,100%,67%,80%,100%,100%,50%,0%,150%,
ID_00695793,MS,Union,,,,,,100%,100%,100%,100%,0%,100%,100%,0%,100%,100%,,100%
ID_00695794,MS,Walthall,,,,,,,100%,,,,,,0%,,,,
ID_00695795,MS,Warren,100%,80%,100%,129%,100%,100%,50%,167%,100%,67%,67%,67%,100%,100%,80%,100%,100%
ID_00695796,MS,Washington,0%,20%,0%,22%,30%,25%,10%,11%,0%,22%,25%,57%,80%,7%,64%,71%,71%
ID_00695797,MS,Wayne,,,,100%,,,,,0%,,,,,,,100%,100%
ID_00695798,MS,Webster,,,,,,,,,,,,,,,100%,,
ID_00695800,MS,Winston,,,0%,,100%,,0%,,,100%,,,0%,,,0%,
ID_00695801,MS,Yalobusha,,,,,,,,,,,,,100%,0%,,0%,
ID_00695802,MS,Yazoo,,,,,0%,0%,0%,0%,,,,,,,,,
ID_00695803,MS,Pontotoc,,,,,,,0%,100%,,,,,,,,,100%
ID_00711755,MS,Alcorn,,,,,,,,,,,100%,100%,100%,,0%,,
ID_00711756,MS,Hancock,33%,50%,,100%,75%,,,100%,,100%,,,100%,50%,,50%,
ID_00711757,MS,Montgomery,,,,,,,,,,,,,,,,,100%
ID_00711758,MS,Pike,100%,,,75%,0%,40%,0%,33%,20%,50%,,100%,67%,100%,50%,,0%
ID_00758456,MO,Andrew,50%,,,,100%,,,100%,,,100%,,,,,100%,
ID_00758458,MO,Audrain,,,100%,,,,,100%,,,,,100%,100%,100%,,
ID_00758459,MO,Barry,,100%,,,,100%,,100%,100%,100%,100%,100%,,100%,,100%,
ID_00758460,MO,Barton,,,,100%,100%,,,,,100%,,100%,,,,,
ID_00758461,MO,Bates,,50%,,,,0%,100%,,100%,,,100%,100%,,,,
ID_00758462,MO,Benton,100%,,100%,,100%,,,100%,,,,,,,100%,0%,
ID_00758463,MO,Bollinger,100%,,100%,,0%,,,,100%,50%,,,,,0%,,
ID_00758464,MO,Boone,83%,33%,83%,100%,100%,67%,75%,100%,50%,100%,100%,89%,200%,100%,100%,100%,108%
ID_00758465,MO,Buchanan,88%,100%,0%,150%,0%,100%,63%,50%,100%,100%,,100%,100%,100%,,100%,
ID_00758466,MO,Butler,100%,50%,100%,,100%,100%,50%,,,50%,100%,111%,100%,100%,100%,0%,
ID_00758467,MO,Caldwell,,,,,,,100%,,,,,,,,,,
ID_00758468,MO,Callaway,67%,,100%,100%,100%,75%,100%,,50%,0%,100%,0%,,50%,0%,,
ID_00758469,MO,Camden,75%,,100%,,,,50%,,,100%,100%,100%,75%,100%,100%,,
ID_00758470,MO,Cape Girardeau,120%,0%,0%,60%,67%,100%,100%,0%,33%,267%,100%,,100%,100%,100%,,100%
ID_00758471,MO,Carroll,,,,,100%,100%,100%,,,,,100%,,,,,
ID_00758472,MO,Carter,,,,,,,,100%,,,100%,100%,,100%,,,
ID_00758473,MO,Cass,100%,100%,67%,100%,100%,100%,67%,33%,50%,33%,,150%,,50%,100%,0%,100%
ID_00758474,MO,Cedar,,,100%,,,,100%,,,,,,,0%,,100%,
ID_00758475,MO,Chariton,,,,100%,,,,,,,,,100%,,,,
ID_00758476,MO,Christian,100%,100%,67%,100%,,100%,,100%,100%,100%,200%,100%,,100%,,100%,
ID_00758478,MO,Clay,67%,33%,67%,200%,38%,33%,167%,100%,,83%,100%,100%,100%,100%,100%,0%,100%
ID_00758479,MO,Clinton,,100%,,,100%,100%,100%,,,100%,,100%,,100%,,,
ID_00758480,MO,Cole,71%,100%,0%,100%,100%,100%,100%,100%,33%,150%,150%,75%,,100%,100%,100%,100%
ID_00758481,MO,Cooper,,,,100%,0%,100%,,,,,100%,,,,,,
ID_00758482,MO,Crawford,200%,,100%,50%,100%,100%,100%,,,100%,,100%,100%,,,100%,
ID_00758483,MO,Dade,,,100%,,,,,,,,,,,,100%,100%,
ID_00758484,MO,Dallas,,,,,,,,,,100%,100%,,100%,,,,
ID_00758485,MO,Daviess,100%,,,,,,,100%,,,0%,,100%,100%,100%,,
ID_00758487,MO,Dent,0%,0%,,,,100%,100%,,100%,100%,,,100%,100%,100%,100%,
ID_00758488,MO,Douglas,,100%,,0%,,100%,,100%,0%,,,100%,,50%,,100%,
ID_00758489,MO,Dunklin,86%,67%,100%,,,100%,,50%,100%,,100%,100%,100%,100%,50%,,100%
ID_00758490,MO,Franklin,100%,100%,100%,100%,100%,50%,,100%,100%,50%,0%,75%,67%,100%,100%,100%,
ID_00758491,MO,Gasconade,0%,100%,,,,,,,,,,,,,100%,,
ID_00758493,MO,Greene,70%,117%,44%,85%,83%,75%,117%,100%,90%,83%,117%,113%,80%,100%,80%,80%,80%
ID_00758494,MO,Grundy,,,100%,100%,100%,,,,100%,,100%,,,,,,
ID_00758495,MO,Harrison,,,,,100%,100%,,,,,,100%,100%,,,,
ID_00758496,MO,Henry,100%,50%,0%,0%,,150%,,,,200%,0%,100%,,,,,
ID_00758497,MO,Hickory,,,,,,,0%,,100%,,,,100%,,,,
ID_00758499,MO,Howard,,,100%,,,0%,,,100%,100%,,,,,100%,,
ID_00758500,MO,Howell,50%,,100%,100%,100%,100%,100%,67%,100%,,100%,,67%,67%,100%,,
ID_00758501,MO,Iron,100%,,0%,,0%,,,,,,,,100%,100%,,,
ID_00758502,MO,Jackson,51%,48%,63%,57%,62%,73%,40%,32%,56%,86%,39%,52%,98%,89%,61%,69%,43%
ID_00758503,MO,Jasper,33%,50%,0%,67%,67%,0%,50%,0%,0%,100%,20%,50%,150%,89%,150%,75%,33%
ID_00758504,MO,Jefferson,100%,75%,100%,100%,100%,100%,100%,100%,100%,67%,100%,100%,100%,80%,80%,60%,80%
ID_00758505,MO,Johnson,0%,100%,,100%,100%,100%,,150%,0%,,67%,100%,,,0%,,100%
ID_00758506,MO,Knox,,,,,,,,,,100%,0%,,,,,,
ID_00758507,MO,Laclede,,,67%,,0%,,57%,100%,100%,100%,,100%,,100%,,,
ID_00758508,MO,Lafayette,100%,100%,,100%,100%,,,200%,0%,,,100%,100%,,0%,0%,0%
ID_00758509,MO,Lawrence,100%,100%,,100%,0%,,,100%,100%,,100%,,67%,100%,,,
ID_00758510,MO,Lewis,,,,,,,,100%,,,,,,,,,
ID_00758511,MO,Lincoln,,,,,100%,50%,100%,,100%,,200%,100%,0%,100%,100%,,
ID_00758512,MO,Linn,,,,,100%,,,,,,,,,,,,
ID_00758513,MO,Livingston,,,,,,0%,,,,,100%,,,,,100%,
ID_00758514,MO,Macon,50%,100%,50%,67%,100%,100%,50%,,100%,,,100%,150%,0%,0%,,
ID_00758515,MO,Madison,,,,100%,,,,100%,,,,100%,100%,,,,
ID_00758517,MO,Marion,0%,67%,,50%,100%,,150%,100%,100%,,,,,100%,0%,,100%
ID_00758518,MO,McDonald,,75%,50%,100%,100%,100%,100%,200%,100%,300%,,50%,100%,,,,
ID_00758519,MO,Mercer,,,100%,,,100%,,,,,,,,,100%,,
ID_00758520,MO,Miller,100%,,,100%,,,100%,100%,50%,100%,,,100%,,100%,0%,
ID_00758521,MO,Mississippi,100%,,100%,,50%,100%,100%,,0%,,100%,,50%,200%,0%,,
ID_00758522,MO,Moniteau,,,50%,,,0%,,,,,,100%,,,,,
ID_00758523,MO,Monroe,,,,,,,,,,,,,,,,100%,
ID_00758524,MO,Montgomery,,,,,,100%,,,100%,,100%,,,,,,
ID_00758525,MO,Morgan,,0%,,150%,100%,,100%,,100%,,,,,,,,
ID_00758526,MO,New Madrid,100%,100%,,,50%,,100%,,100%,100%,100%,,,100%,,,
ID_00758527,MO,Newton,100%,67%,0%,0%,133%,100%,100%,200%,100%,100%,100%,,100%,,,150%,
ID_00758528,MO,Nodaway,,,,100%,100%,,,,100%,100%,,,100%,,100%,,0%
ID_00758529,MO,Oregon,,,,,100%,,100%,,100%,,,100%,100%,,,100%,
ID_00758530,MO,Osage,,,,,,,,100%,,,,,,,100%,100%,
ID_00758531,MO,Ozark,,,,100%,100%,,0%,,100%,100%,,,0%,100%,100%,,100%
ID_00758532,MO,Pemiscot,100%,100%,100%,100%,,100%,100%,100%,100%,,200%,80%,100%,100%,0%,,50%
ID_00758533,MO,Perry,100%,,,100%,,100%,,100%,,100%,100%,100%,,100%,,100%,100%
ID_00758534,MO,Pettis,100%,100%,100%,0%,,150%,50%,100%,,100%,,,100%,0%,0%,0%,300%
ID_00758535,MO,Phelps,100%,100%,100%,100%,100%,75%,100%,50%,50%,,100%,0%,150%,0%,100%,100%,100%
ID_00758536,MO,Pike,,,,100%,,,,100%,100%,,100%,,75%,,,100%,
ID_00758537,MO,Platte,100%,,50%,,150%,0%,67%,,,100%,,,,,,0%,
ID_00758538,MO,Polk,,,100%,,100%,,,100%,,100%,,,,100%,100%,100%,100%
ID_00758539,MO,Pulaski,0%,0%,0%,25%,33%,50%,0%,50%,50%,67%,100%,100%,100%,100%,,0%,
ID_00758540,MO,Putnam,,100%,,,,,,,,,,,,,,,
ID_00758541,MO,Ralls,,,,,,,,,,,,,100%,,,100%,
ID_00758542,MO,Randolph,100%,100%,,100%,,,,,,,100%,,,100%,,,100%
ID_00758543,MO,Ray,,,,,100%,,100%,100%,,,,,,0%,0%,,
ID_00758544,MO,Reynolds,50%,100%,,,67%,100%,,,,,,100%,,,100%,,
ID_00758545,MO,Ripley,,100%,100%,100%,,,100%,100%,100%,100%,0%,,,,,100%,
ID_00758546,MO,St. Charles,100%,100%,100%,75%,60%,200%,150%,80%,100%,75%,300%,33%,67%,100%,100%,100%,57%
ID_00758547,MO,St. Clair,100%,,,,,100%,50%,,100%,,,,100%,,,150%,
ID_00758548,MO,St. Francois,0%,0%,50%,125%,0%,0%,100%,0%,,100%,,,75%,0%,0%,100%,
ID_00758549,MO,St. Louis,43%,57%,74%,78%,68%,63%,56%,58%,80%,82%,94%,92%,71%,87%,78%,80%,48%
ID_00758550,MO,Saline,100%,,,,100%,,,,,,100%,,,,100%,,
ID_00758551,MO,Schuyler,,,,,,,,,,,100%,,,,,100%,
ID_00758552,MO,Scotland,,,,,,,,,100%,,,,,,,,
ID_00758553,MO,Scott,100%,100%,100%,100%,100%,100%,200%,100%,100%,100%,100%,,100%,100%,100%,133%,100%
ID_00758554,MO,Shannon,,,100%,,,,,,100%,100%,,,,,,,
ID_00758556,MO,Stoddard,,,,100%,100%,,100%,,,,100%,100%,100%,100%,,100%,
ID_00758557,MO,Stone,,100%,,100%,100%,100%,,,100%,200%,0%,100%,200%,100%,,,
ID_00758559,MO,Taney,50%,100%,100%,100%,,,100%,,,50%,100%,100%,100%,100%,100%,0%,100%
ID_00758560,MO,Texas,100%,100%,,100%,100%,100%,100%,100%,,0%,67%,,,,100%,,
ID_00758561,MO,Vernon,100%,100%,100%,200%,,100%,100%,67%,,,,,100%,100%,,,100%
ID_00758562,MO,Warren,,100%,75%,,,0%,,100%,100%,,100%,100%,67%,,100%,,100%
ID_00758563,MO,Washington,,0%,,,100%,,100%,100%,100%,,100%,200%,100%,,100%,,
ID_00758564,MO,Wayne,100%,100%,,100%,,,,,,,,100%,100%,,100%,100%,
ID_00758565,MO,Webster,100%,,,,150%,,0%,,,,,,100%,,100%,100%,0%
ID_00758567,MO,Wright,,,0%,,100%,,100%,,100%,,,,,,100%,,
ID_00765805,MO,Adair,100%,,100%,0%,,,100%,,,,100%,,,100%,100%,,
ID_00765806,MO,Ste. Genevieve,,,,0%,0%,,,100%,100%,100%,100%,,,,,67%,100%
ID_00767557,MO,St. Louis,43%,57%,74%,78%,68%,63%,56%,58%,80%,82%,94%,92%,71%,87%,78%,80%,48%
ID_00793926,MT,Lewis and Clark,75%,100%,100%,0%,0%,50%,,50%,,,100%,50%,0%,0%,,,
ID_00857664,NV,Elko,60%,133%,50%,56%,71%,70%,,,100%,100%,25%,50%,100%,100%,67%,50%,
ID_00858608,NV,Washoe,77%,83%,79%,65%,100%,67%,106%,88%,80%,74%,97%,93%,114%,81%,108%,91%,117%
ID_00858615,NV,White Pine,,,100%,,,0%,100%,100%,100%,,100%,0%,100%,,100%,100%,0%
ID_00858638,NV,Churchill,100%,100%,,,33%,,100%,,100%,100%,100%,67%,,,,,0%
ID_00858642,NV,Storey,0%,100%,,,,,,100%,,,,,0%,,,,
ID_00858643,NV,Douglas,100%,67%,100%,100%,0%,100%,100%,50%,0%,100%,50%,100%,,,0%,,100%
ID_00858644,NV,Mineral,,,,,0%,,,,,,,,,,,100%,
ID_00858645,NV,Lyon,133%,100%,50%,80%,100%,100%,100%,,,100%,100%,0%,0%,0%,,,67%
ID_00858646,NV,Pershing,67%,,,,,,,,,,100%,,,100%,,100%,
ID_00863310,NV,Humboldt,,,,,100%,,100%,100%,100%,100%,100%,100%,,100%,,100%,0%
ID_00863368,NV,Lander,0%,100%,,,,,,,,100%,,,0%,,,,
ID_00863599,NV,Nye,,150%,50%,100%,,100%,75%,100%,100%,100%,100%,100%,,,0%,0%,100%
ID_00863600,NV,Clark,62%,67%,74%,75%,74%,81%,77%,79%,68%,62%,62%,67%,59%,40%,50%,65%,57%
ID_00863992,NV,Lincoln,,0%,,,,0%,,200%,0%,,,,,,,,
ID_00873174,NH,Belknap,100%,,,50%,,,50%,,50%,,100%,,100%,,,0%,
ID_00873175,NH,Carroll,0%,,,,,0%,,0%,,0%,0%,0%,100%,,,,
ID_00873176,NH,Cheshire,,,0%,0%,,100%,,,,,,,,50%,,100%,
ID_00873177,NH,Coos,100%,,,0%,50%,,,,,,,0%,,0%,100%,,100%
ID_00873178,NH,Grafton,50%,,0%,,,50%,0%,,100%,,0%,0%,,,0%,0%,100%
ID_00873179,NH,Hillsborough,20%,93%,25%,60%,50%,57%,100%,17%,83%,17%,100%,50%,29%,50%,50%,0%,100%
ID_00873180,NH,Merrimack,0%,,,,,0%,0%,0%,,0%,,0%,100%,,0%,,100%
ID_00873181,NH,Rockingham,33%,0%,33%,67%,43%,100%,50%,0%,0%,100%,100%,67%,0%,0%,50%,33%,60%
ID_00873182,NH,Strafford,50%,100%,33%,100%,100%,,,0%,50%,,100%,100%,,0%,0%,,
ID_00873183,NH,Sullivan,,,,,50%,,,,,,,0%,100%,,0%,100%,
ID_00882228,NJ,Hunterdon,,,,100%,100%,,,,100%,0%,,100%,100%,50%,0%,,
ID_00882229,NJ,Mercer,68%,45%,53%,50%,65%,28%,45%,59%,67%,77%,67%,50%,65%,100%,71%,89%,94%
ID_00882230,NJ,Middlesex,75%,91%,78%,77%,69%,83%,82%,57%,56%,100%,100%,85%,76%,59%,92%,91%,42%
ID_00882231,NJ,Morris,,100%,100%,100%,50%,78%,100%,100%,33%,100%,100%,100%,125%,75%,67%,100%,100%
ID_00882232,NJ,Passaic,53%,86%,75%,64%,67%,82%,64%,55%,79%,118%,87%,90%,94%,62%,100%,62%,88%
ID_00882233,NJ,Salem,80%,100%,100%,100%,100%,300%,100%,,25%,100%,100%,100%,100%,100%,100%,125%,0%
ID_00882234,NJ,Somerset,100%,60%,80%,100%,150%,75%,100%,100%,150%,83%,100%,100%,100%,100%,200%,67%,67%
ID_00882235,NJ,Union,48%,89%,56%,60%,64%,49%,52%,60%,36%,52%,57%,53%,55%,82%,83%,95%,76%
ID_00882236,NJ,Sussex,,,,100%,40%,,100%,100%,100%,0%,100%,100%,100%,,100%,100%,100%
ID_00882237,NJ,Warren,100%,,100%,100%,100%,100%,,100%,,100%,67%,100%,100%,,100%,75%,100%
ID_00882270,NJ,Atlantic,43%,47%,33%,75%,40%,59%,18%,58%,62%,69%,37%,81%,45%,53%,73%,80%,63%
ID_00882271,NJ,Bergen,100%,83%,89%,100%,86%,86%,82%,75%,100%,133%,71%,100%,80%,100%,133%,70%,67%
ID_00882272,NJ,Burlington,50%,67%,88%,44%,100%,50%,80%,50%,67%,86%,46%,83%,75%,75%,92%,89%,100%
ID_00882273,NJ,Camden,70%,49%,55%,33%,39%,34%,61%,48%,50%,51%,63%,45%,60%,88%,74%,79%,61%
ID_00882274,NJ,Cape May,100%,0%,100%,,100%,100%,100%,100%,,100%,100%,100%,133%,100%,200%,100%,100%
ID_00882275,NJ,Cumberland,45%,44%,71%,75%,100%,50%,60%,88%,60%,45%,87%,88%,100%,88%,63%,100%,100%
ID_00882276,NJ,Essex,38%,30%,52%,30%,36%,31%,50%,41%,55%,47%,40%,41%,43%,53%,43%,57%,50%
ID_00882277,NJ,Gloucester,67%,100%,100%,83%,86%,33%,100%,100%,100%,78%,57%,100%,71%,113%,150%,25%,100%
ID_00882278,NJ,Hudson,37%,19%,63%,96%,53%,93%,89%,60%,65%,73%,97%,57%,61%,76%,83%,88%,85%
ID_00882279,NJ,Ocean,75%,100%,100%,57%,75%,125%,75%,80%,80%,78%,89%,150%,91%,125%,87%,25%,75%
ID_00882910,NJ,Monmouth,83%,80%,100%,58%,55%,78%,90%,80%,133%,58%,94%,50%,67%,100%,69%,89%,100%
ID_00915980,NM,Grant,,,,50%,,100%,0%,,0%,67%,50%,0%,,100%,0%,50%,
ID_00929104,NM,Otero,100%,100%,67%,100%,0%,100%,100%,25%,60%,100%,50%,,0%,33%,100%,0%,33%
ID_00929106,NM,Hidalgo,,,,,,0%,,,,,,,,,,,
ID_00929107,NM,McKinley,0%,0%,20%,43%,57%,67%,17%,29%,0%,0%,0%,0%,0%,,67%,43%,0%
ID_00929108,NM,Catron,,,,,,,,,,50%,,,,,100%,,
ID_00929110,NM,Quay,,,,,,50%,,100%,,100%,,100%,0%,,,,100%
ID_00929112,NM,Torrance,0%,,100%,,,,0%,,0%,100%,,,,,,,
ID_00929113,NM,Sandoval,25%,0%,0%,200%,50%,50%,0%,50%,0%,50%,33%,167%,100%,200%,75%,100%,100%
ID_00929114,NM,San Miguel,0%,0%,0%,33%,,25%,100%,67%,0%,50%,,100%,0%,60%,100%,100%,86%
ID_00929116,NM,Lincoln,,,,67%,0%,67%,0%,,0%,0%,,0%,0%,,,0%,100%
ID_00929117,NM,Colfax,67%,50%,100%,,,,,,,,0%,,,0%,50%,,
ID_00933051,NM,Cibola,,100%,,0%,100%,33%,100%,33%,,,0%,100%,,0%,,25%,
ID_00933052,NM,Valencia,,0%,33%,100%,33%,0%,,50%,89%,36%,60%,13%,80%,0%,67%,0%,100%
